frame,acc_x,acc_y,acc_z,timestamp
42,0.46463382,4.061953,8.746612,20231017_132252_586
43,0.47900394,4.133804,8.708291,20231017_132252_589
44,0.45984375,4.143384,8.626861,20231017_132252_591
45,0.4406836,4.0571632,8.698711,20231017_132252_594
46,0.5029541,4.0906935,8.665181,20231017_132252_597
47,0.3879932,4.1098537,8.698711,20231017_132252_599
48,0.45984375,4.023633,8.756192,20231017_132252_601
49,0.46463382,4.023633,8.823253,20231017_132252_604
50,0.5412744,4.0523734,8.861572,20231017_132252_606
51,0.50774413,3.9469924,8.995694,20231017_132252_610
52,0.57001466,4.014053,8.971744,20231017_132252_612
53,0.5891748,3.903882,9.110655,20231017_132252_614
54,0.57959473,3.9134622,9.172925,20231017_132252_617
55,0.56522465,4.0571632,9.153765,20231017_132252_619
56,0.51732427,4.023633,9.129815,20231017_132252_622
57,0.53169435,4.028423,9.067544,20231017_132252_624
58,0.48379397,4.047583,9.010064,20231017_132252_627
59,0.43589357,4.0763235,9.0004835,20231017_132252_629
60,0.49337405,4.061953,8.947793,20231017_132252_632
61,0.4263135,4.061953,8.952583,20231017_132252_634
62,0.4981641,4.0044727,8.866363,20231017_132252_637
63,0.43110353,4.014053,8.875943,20231017_132252_640
64,0.42152345,4.061953,8.8951025,20231017_132252_642
65,0.4981641,4.038003,8.899893,20231017_132252_645
66,0.5125342,3.9134622,8.990904,20231017_132252_648
67,0.50774413,4.071533,8.957374,20231017_132252_649
68,0.5412744,4.0044727,8.943004,20231017_132252_652
69,0.5939649,4.0044727,9.024434,20231017_132252_654
70,0.6179151,4.047583,9.086704,20231017_132252_657
71,0.60354495,4.0427933,9.144185,20231017_132252_660
72,0.5987549,4.0763235,9.105865,20231017_132252_662
73,0.5987549,4.0763235,9.043594,20231017_132252_665
74,0.5748047,3.9469924,9.053174,20231017_132252_667
75,0.5939649,4.033213,9.034014,20231017_132252_670
76,0.5508545,4.0763235,9.053174,20231017_132252_672
77,0.488584,4.0427933,9.038804,20231017_132252_675
78,0.5939649,4.0763235,9.072334,20231017_132252_677
79,0.56522465,4.1002736,9.172925,20231017_132252_680
80,0.5604346,4.047583,9.034014,20231017_132252_683
81,0.5460645,4.0667434,9.163345,20231017_132252_685
82,0.52690434,4.0667434,9.182506,20231017_132252_687
83,0.5843848,4.014053,9.2256155,20231017_132252_690
84,0.62749517,4.047583,9.177715,20231017_132252_694
85,0.57959473,4.033213,9.211246,20231017_132252_695
86,0.53169435,4.1098537,9.081915,20231017_132252_698
87,0.5364844,4.0427933,9.043594,20231017_132252_700
88,0.5508545,4.138594,8.947793,20231017_132252_702
89,0.53169435,4.129014,8.919053,20231017_132252_706
90,0.57001466,4.0811133,8.904683,20231017_132252_708
91,0.5364844,4.0427933,8.861572,20231017_132252_710
92,0.51732427,4.0906935,8.909473,20231017_132252_713
93,0.5748047,4.0859036,8.928633,20231017_132252_715
94,0.6179151,4.0667434,8.899893,20231017_132252_718
95,0.5508545,4.1002736,8.966953,20231017_132252_720
96,0.613125,4.148174,8.899893,20231017_132252_723
97,0.5987549,4.0906935,8.890313,20231017_132252_725
98,0.613125,4.0859036,8.818462,20231017_132252_728
99,0.60354495,4.095484,8.885523,20231017_132252_730
100,0.60833496,4.1050634,8.851993,20231017_132252_733
101,0.7232959,4.0571632,8.952583,20231017_132252_735
102,0.7807764,3.999683,8.971744,20231017_132252_738
103,0.75203615,4.0523734,8.909473,20231017_132252_741
104,0.71371585,4.047583,8.943004,20231017_132252_744
105,0.7424561,4.0811133,8.971744,20231017_132252_746
106,0.7232959,4.071533,9.0004835,20231017_132252_748
107,0.79993653,4.0906935,8.947793,20231017_132252_751
108,0.78556645,4.0427933,8.952583,20231017_132252_753
109,0.7951465,4.071533,8.966953,20231017_132252_756
110,0.7232959,4.0571632,8.875943,20231017_132252_758
111,0.6993457,4.0427933,8.899893,20231017_132252_761
112,0.6849756,4.0523734,8.808882,20231017_132252_764
113,0.6993457,4.0523734,8.823253,20231017_132252_767
114,0.6227051,4.0571632,8.765772,20231017_132252_769
115,0.64186525,4.061953,8.751402,20231017_132252_771
116,0.5891748,4.061953,8.856783,20231017_132252_774
117,0.5460645,3.9853127,8.722662,20231017_132252_776
118,0.5412744,4.0523734,8.732242,20231017_132252_779
119,0.51732427,4.047583,8.804092,20231017_132252_781
120,0.5221143,4.033213,8.789722,20231017_132252_784
121,0.5412744,3.9757326,8.804092,20231017_132252_786
122,0.5556446,3.9948928,8.919053,20231017_132252_789
123,0.57959473,4.023633,8.947793,20231017_132252_792
124,0.4981641,4.047583,8.919053,20231017_132252_794
125,0.5125342,4.061953,8.847202,20231017_132252_797
126,0.6322852,4.018843,8.885523,20231017_132252_799
127,0.5939649,4.014053,8.909473,20231017_132252_802
128,0.60354495,4.1002736,8.919053,20231017_132252_804
129,0.5748047,4.0811133,8.885523,20231017_132252_807
130,0.6322852,4.1002736,8.8951025,20231017_132252_809
131,0.613125,4.1050634,8.8951025,20231017_132252_812
132,0.56522465,4.119434,8.952583,20231017_132252_814
133,0.613125,4.0427933,8.8951025,20231017_132252_817
134,0.60354495,4.0763235,8.957374,20231017_132252_819
135,0.5508545,4.038003,8.923843,20231017_132252_822
136,0.5891748,4.1050634,8.976534,20231017_132252_824
137,0.5891748,4.138594,8.943004,20231017_132252_827
138,0.52690434,4.0763235,8.990904,20231017_132252_830
139,0.5412744,4.061953,9.024434,20231017_132252_832
140,0.5125342,4.061953,8.947793,20231017_132252_835
141,0.5412744,4.0906935,9.034014,20231017_132252_837
142,0.5556446,4.0859036,9.005274,20231017_132252_840
143,0.5460645,4.033213,9.0148535,20231017_132252_842
144,0.60833496,4.018843,9.072334,20231017_132252_845
145,0.5508545,4.014053,9.077125,20231017_132252_847
146,0.5460645,4.095484,8.928633,20231017_132252_850
147,0.57959473,4.018843,8.909473,20231017_132252_852
148,0.56522465,4.1002736,8.971744,20231017_132252_855
149,0.5843848,3.9709425,8.866363,20231017_132252_857
150,0.6179151,4.038003,8.813672,20231017_132252_860
151,0.5891748,4.028423,8.837623,20231017_132252_862
152,0.5556446,4.028423,8.861572,20231017_132252_865
153,0.62749517,4.023633,8.794512,20231017_132252_868
154,0.5939649,4.014053,8.818462,20231017_132252_870
155,0.5748047,3.9374123,8.856783,20231017_132252_873
156,0.613125,3.9853127,8.875943,20231017_132252_875
157,0.6179151,4.0811133,8.847202,20231017_132252_878
158,0.63707525,4.018843,8.818462,20231017_132252_880
159,0.613125,3.899092,8.875943,20231017_132252_883
160,0.6658155,4.061953,8.866363,20231017_132252_885
161,0.67539555,4.018843,8.966953,20231017_132252_888
162,0.6322852,3.9901028,9.0148535,20231017_132252_891
163,0.60354495,4.023633,9.038804,20231017_132252_893
164,0.67539555,3.999683,9.062755,20231017_132252_895
165,0.6514453,4.018843,9.010064,20231017_132252_898
166,0.6179151,4.009263,9.019644,20231017_132252_900
167,0.57959473,4.047583,8.976534,20231017_132252_903
168,0.5939649,4.033213,8.966953,20231017_132252_906
169,0.5939649,4.014053,8.928633,20231017_132252_908
170,0.6179151,4.129014,8.976534,20231017_132252_911
171,0.6514453,4.129014,8.899893,20231017_132252_913
172,0.5891748,4.1960745,8.933423,20231017_132252_916
173,0.6179151,4.138594,8.813672,20231017_132252_918
174,0.5748047,4.095484,8.842413,20231017_132252_921
175,0.5843848,4.129014,8.823253,20231017_132252_923
176,0.5460645,4.152964,8.679551,20231017_132252_926
177,0.5460645,4.1002736,8.641231,20231017_132252_928
178,0.57001466,4.061953,8.823253,20231017_132252_931
179,0.4742139,4.014053,8.708291,20231017_132252_934
180,0.5604346,3.9853127,8.756192,20231017_132252_936
181,0.5125342,4.028423,8.856783,20231017_132252_939
182,0.5412744,3.9805226,8.904683,20231017_132252_941
183,0.5891748,3.8655617,8.880733,20231017_132252_944
184,0.5748047,3.8224514,9.034014,20231017_132252_946
185,0.5987549,3.8416114,9.0004835,20231017_132252_949
186,0.5221143,3.8416114,9.019644,20231017_132252_951
187,0.51732427,3.8416114,9.043594,20231017_132252_954
188,0.4406836,3.923042,8.990904,20231017_132252_956
189,0.5029541,3.9565725,9.0004835,20231017_132252_959
190,0.5364844,3.8751419,8.966953,20231017_132252_961
191,0.52690434,3.8847218,9.0004835,20231017_132252_964
192,0.5029541,3.9278321,8.990904,20231017_132252_966
193,0.52690434,3.999683,8.962164,20231017_132252_969
194,0.5364844,4.119434,8.947793,20231017_132252_972
195,0.5125342,4.181704,8.890313,20231017_132252_974
196,0.46942386,4.1625443,8.919053,20231017_132252_976
197,0.62749517,4.191284,8.928633,20231017_132252_979
198,0.60354495,4.1960745,8.837623,20231017_132252_982
199,0.6658155,4.248765,8.770562,20231017_132252_984
200,0.6227051,4.267925,8.770562,20231017_132252_987
201,0.6993457,4.133804,8.703502,20231017_132252_989
202,0.6945557,4.1864944,8.775352,20231017_132252_992
203,0.7232959,4.0811133,8.722662,20231017_132252_994
204,0.6945557,4.0667434,8.784932,20231017_132252_997
205,0.6610254,4.018843,8.875943,20231017_132252_999
206,0.6466553,4.028423,8.976534,20231017_132253_002
207,0.7041358,3.9469924,8.923843,20231017_132253_005
208,0.64186525,3.9805226,8.943004,20231017_132253_007
209,0.7041358,3.923042,8.952583,20231017_132253_010
210,0.5748047,3.903882,8.943004,20231017_132253_012
211,0.613125,3.899092,8.933423,20231017_132253_015
212,0.57959473,3.8128712,8.923843,20231017_132253_017
213,0.5939649,3.8751419,8.957374,20231017_132253_020
214,0.5556446,3.8703518,8.938213,20231017_132253_022
215,0.5412744,3.8895118,8.995694,20231017_132253_025
216,0.60354495,3.9565725,8.976534,20231017_132253_027
217,0.5556446,3.8368216,9.0148535,20231017_132253_031
218,0.56522465,3.9326222,8.957374,20231017_132253_033
219,0.57959473,3.9422023,9.029224,20231017_132253_035
220,0.56522465,3.9901028,9.0004835,20231017_132253_037
221,0.488584,3.9901028,9.029224,20231017_132253_040
222,0.56522465,4.047583,9.0004835,20231017_132253_042
223,0.5604346,3.9661524,8.986114,20231017_132253_045
224,0.57959473,3.9374123,8.990904,20231017_132253_048
225,0.5364844,4.047583,9.024434,20231017_132253_050
226,0.5364844,4.014053,8.947793,20231017_132253_053
227,0.60354495,4.0763235,8.952583,20231017_132253_055
228,0.5364844,4.0523734,9.0004835,20231017_132253_058
229,0.51732427,4.047583,8.957374,20231017_132253_060
230,0.4981641,4.0523734,8.923843,20231017_132253_063
231,0.5412744,4.1002736,8.933423,20231017_132253_065
232,0.5508545,4.0906935,8.871153,20231017_132253_068
233,0.5364844,4.0667434,8.966953,20231017_132253_070
234,0.5221143,4.129014,8.957374,20231017_132253_073
235,0.57959473,4.1098537,8.957374,20231017_132253_075
236,0.57959473,4.1098537,9.034014,20231017_132253_078
237,0.46942386,4.1242237,8.938213,20231017_132253_080
238,0.53169435,4.1098537,9.034014,20231017_132253_083
239,0.5412744,4.1002736,8.938213,20231017_132253_085
240,0.5364844,4.095484,8.952583,20231017_132253_088
241,0.49337405,4.0667434,8.986114,20231017_132253_091
242,0.56522465,4.0906935,8.981323,20231017_132253_093
243,0.5221143,4.1050634,8.947793,20231017_132253_096
244,0.5843848,4.0811133,9.067544,20231017_132253_098
245,0.57959473,4.1146436,9.024434,20231017_132253_101
246,0.62749517,4.0906935,9.010064,20231017_132253_103
247,0.5748047,4.0667434,8.981323,20231017_132253_106
248,0.613125,3.9948928,8.928633,20231017_132253_109
249,0.57959473,4.061953,8.909473,20231017_132253_111
250,0.6706055,4.047583,8.866363,20231017_132253_114
251,0.67539555,4.0859036,8.813672,20231017_132253_116
252,0.6514453,4.119434,8.861572,20231017_132253_119
253,0.6993457,3.999683,8.856783,20231017_132253_121
254,0.7089258,4.047583,8.914263,20231017_132253_124
255,0.74724615,4.0571632,8.890313,20231017_132253_127
256,0.7185059,4.1050634,8.933423,20231017_132253_129
257,0.7424561,4.1098537,8.952583,20231017_132253_132
258,0.6993457,4.119434,8.947793,20231017_132253_134
259,0.728086,4.014053,9.072334,20231017_132253_137
260,0.74724615,4.0859036,9.034014,20231017_132253_139
261,0.68976563,4.0427933,9.072334,20231017_132253_142
262,0.613125,4.0523734,9.024434,20231017_132253_144
263,0.62749517,3.9709425,9.072334,20231017_132253_147
264,0.6658155,4.0571632,8.986114,20231017_132253_149
265,0.6227051,4.071533,8.995694,20231017_132253_152
266,0.57959473,3.999683,8.986114,20231017_132253_154
267,0.60833496,4.0571632,8.923843,20231017_132253_157
268,0.613125,4.0523734,8.957374,20231017_132253_159
269,0.6179151,4.0667434,8.933423,20231017_132253_161
270,0.63707525,4.071533,8.966953,20231017_132253_164
271,0.6466553,4.028423,8.943004,20231017_132253_167
272,0.63707525,4.1050634,8.995694,20231017_132253_169
273,0.6466553,4.0427933,8.938213,20231017_132253_172
274,0.6849756,4.0427933,9.019644,20231017_132253_174
275,0.71371585,4.0906935,8.990904,20231017_132253_177
276,0.68976563,4.0859036,8.952583,20231017_132253_179
277,0.62749517,4.0571632,8.995694,20231017_132253_182
278,0.64186525,4.033213,8.851993,20231017_132253_184
279,0.64186525,4.0763235,8.866363,20231017_132253_187
280,0.6514453,4.1146436,8.851993,20231017_132253_190
281,0.6227051,4.167334,8.842413,20231017_132253_192
282,0.6706055,4.0523734,8.899893,20231017_132253_194
283,0.63707525,4.1098537,8.804092,20231017_132253_197
284,0.6179151,4.0906935,8.828042,20231017_132253_200
285,0.5939649,4.129014,8.866363,20231017_132253_202
286,0.6322852,4.1146436,8.8951025,20231017_132253_204
287,0.60354495,4.1098537,8.904683,20231017_132253_207
288,0.71371585,4.0811133,8.885523,20231017_132253_210
289,0.6849756,4.047583,8.966953,20231017_132253_212
290,0.6706055,4.0571632,8.952583,20231017_132253_215
291,0.6514453,4.1625443,8.890313,20231017_132253_217
292,0.60833496,4.1721244,8.890313,20231017_132253_220
293,0.57001466,4.152964,8.8951025,20231017_132253_223
294,0.60833496,4.033213,8.899893,20231017_132253_225
295,0.63707525,4.061953,8.828042,20231017_132253_227
296,0.6227051,4.0667434,8.823253,20231017_132253_230
297,0.5508545,4.095484,8.837623,20231017_132253_233
298,0.57959473,4.023633,8.684341,20231017_132253_235
299,0.56522465,4.047583,8.780142,20231017_132253_238
300,0.5508545,4.038003,8.741821,20231017_132253_240
301,0.45026368,4.071533,8.765772,20231017_132253_242
302,0.51732427,4.0571632,8.751402,20231017_132253_245
303,0.5364844,4.119434,8.851993,20231017_132253_248
304,0.51732427,4.119434,8.871153,20231017_132253_251
305,0.5412744,4.0906935,8.880733,20231017_132253_253
306,0.56522465,4.095484,8.8951025,20231017_132253_255
307,0.4981641,4.0811133,8.8951025,20231017_132253_258
308,0.56522465,3.999683,8.966953,20231017_132253_261
309,0.5748047,4.0044727,8.928633,20231017_132253_263
310,0.6179151,3.9901028,8.914263,20231017_132253_265
311,0.6179151,4.023633,8.981323,20231017_132253_268
312,0.5508545,3.9901028,8.914263,20231017_132253_271
313,0.56522465,4.1050634,8.976534,20231017_132253_273
314,0.57959473,4.1098537,9.034014,20231017_132253_276
315,0.5748047,3.9709425,9.024434,20231017_132253_278
316,0.57001466,4.014053,9.0148535,20231017_132253_281
317,0.5556446,4.0427933,8.962164,20231017_132253_283
318,0.5748047,4.0811133,8.981323,20231017_132253_286
319,0.5891748,4.0811133,8.995694,20231017_132253_288
320,0.57001466,4.061953,8.995694,20231017_132253_291
321,0.6322852,4.0044727,8.957374,20231017_132253_293
322,0.6466553,4.009263,8.875943,20231017_132253_296
323,0.68976563,4.1002736,8.832832,20231017_132253_298
324,0.6227051,4.047583,8.856783,20231017_132253_301
325,0.6466553,4.0859036,8.818462,20231017_132253_304
326,0.6179151,4.0427933,8.866363,20231017_132253_306
327,0.5221143,4.0763235,8.899893,20231017_132253_309
328,0.57959473,4.0667434,8.875943,20231017_132253_311
329,0.5891748,4.0523734,8.851993,20231017_132253_314
330,0.5604346,4.009263,8.837623,20231017_132253_316
331,0.60833496,4.157754,8.722662,20231017_132253_319
332,0.5125342,4.0571632,8.713081,20231017_132253_321
333,0.5508545,4.1002736,8.732242,20231017_132253_324
334,0.5843848,4.133804,8.717872,20231017_132253_326
335,0.5364844,4.0859036,8.679551,20231017_132253_329
336,0.5987549,4.0571632,8.823253,20231017_132253_332
337,0.6179151,4.095484,8.713081,20231017_132253_334
338,0.62749517,4.1050634,8.698711,20231017_132253_336
339,0.62749517,4.1050634,8.737032,20231017_132253_339
340,0.68976563,4.143384,8.760982,20231017_132253_341
341,0.7185059,4.119434,8.885523,20231017_132253_344
342,0.68976563,4.0667434,8.823253,20231017_132253_347
343,0.6706055,4.152964,8.890313,20231017_132253_349
344,0.68018556,4.157754,8.928633,20231017_132253_352
345,0.6322852,4.0667434,8.904683,20231017_132253_354
346,0.5939649,4.0523734,8.890313,20231017_132253_357
347,0.60833496,4.0667434,8.899893,20231017_132253_359
348,0.6179151,4.038003,8.875943,20231017_132253_362
349,0.6227051,4.0571632,8.813672,20231017_132253_364
350,0.6322852,4.023633,8.823253,20231017_132253_367
351,0.5891748,4.028423,8.765772,20231017_132253_370
352,0.67539555,4.0859036,8.746612,20231017_132253_372
353,0.60833496,4.061953,8.808882,20231017_132253_375
354,0.6610254,4.047583,8.866363,20231017_132253_377
355,0.6227051,4.047583,8.808882,20231017_132253_380
356,0.6514453,4.071533,8.746612,20231017_132253_382
357,0.60354495,4.038003,8.794512,20231017_132253_385
358,0.5556446,4.0044727,8.717872,20231017_132253_387
359,0.5843848,4.071533,8.770562,20231017_132253_390
360,0.52690434,4.0523734,8.727451,20231017_132253_393
361,0.5460645,4.038003,8.727451,20231017_132253_395
362,0.5125342,4.038003,8.794512,20231017_132253_397
363,0.5556446,4.038003,8.756192,20231017_132253_400
364,0.52690434,4.018843,8.794512,20231017_132253_402
365,0.5508545,4.014053,8.794512,20231017_132253_405
366,0.5843848,4.033213,8.808882,20231017_132253_408
367,0.5556446,4.009263,8.866363,20231017_132253_410
368,0.5556446,4.0427933,8.914263,20231017_132253_413
369,0.53169435,3.9853127,8.832832,20231017_132253_416
370,0.5939649,3.999683,9.010064,20231017_132253_418
371,0.5221143,4.028423,8.923843,20231017_132253_420
372,0.5412744,4.018843,8.875943,20231017_132253_423
373,0.5412744,3.999683,8.880733,20231017_132253_425
374,0.5891748,4.033213,8.919053,20231017_132253_428
375,0.5460645,4.0859036,9.005274,20231017_132253_430
376,0.6179151,4.1146436,8.971744,20231017_132253_433
377,0.64186525,4.1098537,9.077125,20231017_132253_435
378,0.613125,4.061953,9.034014,20231017_132253_438
379,0.5987549,4.0523734,8.962164,20231017_132253_440
380,0.52690434,4.1002736,8.971744,20231017_132253_443
381,0.5029541,4.061953,8.933423,20231017_132253_446
382,0.47900394,3.9853127,8.875943,20231017_132253_448
383,0.5221143,4.018843,8.899893,20231017_132253_451
384,0.45505372,4.0859036,8.923843,20231017_132253_453
385,0.49337405,4.028423,8.856783,20231017_132253_455
386,0.4406836,4.1146436,8.856783,20231017_132253_458
387,0.48379397,4.061953,8.914263,20231017_132253_461
388,0.50774413,4.023633,8.823253,20231017_132253_463
389,0.5508545,4.014053,8.885523,20231017_132253_466
390,0.5604346,4.0859036,8.8951025,20231017_132253_469
391,0.46463382,4.023633,8.971744,20231017_132253_471
392,0.57959473,4.0044727,9.005274,20231017_132253_474
393,0.5508545,4.023633,9.029224,20231017_132253_476
394,0.51732427,3.9853127,9.129815,20231017_132253_478
395,0.5412744,4.014053,9.153765,20231017_132253_481
396,0.5412744,4.033213,9.158555,20231017_132253_483
397,0.5987549,3.999683,9.216036,20231017_132253_486
398,0.613125,4.014053,9.177715,20231017_132253_489
399,0.613125,3.9853127,9.278306,20231017_132253_491
400,0.613125,4.0763235,9.187295,20231017_132253_494
401,0.6562354,4.0763235,9.187295,20231017_132253_496
402,0.60354495,4.1002736,9.163345,20231017_132253_499
403,0.613125,4.0571632,9.216036,20231017_132253_501
404,0.5987549,4.1146436,9.192085,20231017_132253_504
405,0.6514453,4.0044727,9.172925,20231017_132253_506
406,0.5748047,4.028423,9.091495,20231017_132253_509
407,0.5939649,4.014053,9.096285,20231017_132253_512
408,0.5125342,3.9517825,9.134604,20231017_132253_514
409,0.4981641,4.0044727,9.077125,20231017_132253_517
410,0.5748047,3.9948928,9.125025,20231017_132253_519
411,0.5364844,4.028423,9.115445,20231017_132253_522
412,0.52690434,3.9805226,8.995694,20231017_132253_525
413,0.5939649,3.9948928,9.010064,20231017_132253_527
414,0.64186525,4.033213,8.952583,20231017_132253_529
415,0.613125,3.9901028,9.0148535,20231017_132253_532
416,0.6322852,3.9853127,9.010064,20231017_132253_534
417,0.613125,4.023633,8.933423,20231017_132253_537
418,0.60354495,3.9565725,9.038804,20231017_132253_539
419,0.5939649,3.9565725,9.034014,20231017_132253_542
420,0.56522465,3.9805226,9.062755,20231017_132253_545
421,0.52690434,3.999683,9.029224,20231017_132253_548
422,0.5843848,3.9661524,9.005274,20231017_132253_550
423,0.5556446,3.9565725,9.091495,20231017_132253_552
424,0.5556446,4.018843,9.158555,20231017_132253_555
425,0.60354495,4.018843,9.038804,20231017_132253_557
426,0.5556446,3.9853127,8.995694,20231017_132253_560
427,0.5939649,4.038003,8.990904,20231017_132253_562
428,0.56522465,3.9948928,8.976534,20231017_132253_564
429,0.6227051,4.071533,8.890313,20231017_132253_567
430,0.6227051,4.0811133,8.943004,20231017_132253_570
431,0.5939649,4.0427933,9.038804,20231017_132253_572
432,0.613125,4.0427933,9.019644,20231017_132253_575
433,0.6658155,4.1098537,8.971744,20231017_132253_577
434,0.5987549,4.1721244,8.990904,20231017_132253_580
435,0.57959473,4.1960745,8.919053,20231017_132253_582
436,0.50774413,4.2200246,8.799302,20231017_132253_585
437,0.43589357,4.157754,8.789722,20231017_132253_588
438,0.45984375,4.0859036,8.693921,20231017_132253_590
439,0.46942386,4.071533,8.660391,20231017_132253_593
440,0.5029541,4.0859036,8.722662,20231017_132253_595
441,0.4742139,3.9565725,8.693921,20231017_132253_597
442,0.47900394,3.9422023,8.751402,20231017_132253_600
443,0.5460645,3.903882,8.784932,20231017_132253_602
444,0.4742139,3.8847218,8.832832,20231017_132253_605
445,0.5364844,3.8464015,8.928633,20231017_132253_609
446,0.5125342,3.8799317,8.938213,20231017_132253_611
447,0.5221143,3.8703518,9.057964,20231017_132253_613
448,0.50774413,3.8751419,8.952583,20231017_132253_615
449,0.5460645,3.894302,8.986114,20231017_132253_618
450,0.57959473,3.923042,8.957374,20231017_132253_620
451,0.57959473,3.8416114,8.875943,20231017_132253_623
452,0.6227051,3.9134622,8.794512,20231017_132253_625
453,0.62749517,3.8655617,8.842413,20231017_132253_628
454,0.57001466,3.908672,8.875943,20231017_132253_631
455,0.52690434,4.061953,8.890313,20231017_132253_633
456,0.5748047,4.181704,8.799302,20231017_132253_635
457,0.5843848,4.148174,8.890313,20231017_132253_638
458,0.6849756,4.2104445,8.808882,20231017_132253_641
459,0.6706055,4.1146436,8.746612,20231017_132253_643
460,0.6610254,4.181704,8.832832,20231017_132253_646
461,0.732876,4.061953,8.784932,20231017_132253_648
462,0.6993457,4.152964,8.804092,20231017_132253_651
463,0.74724615,4.0523734,8.818462,20231017_132253_653
464,0.68976563,4.0427933,8.899893,20231017_132253_656
465,0.6610254,3.9661524,8.851993,20231017_132253_658
466,0.62749517,3.9374123,8.914263,20231017_132253_661
467,0.53169435,4.018843,8.823253,20231017_132253_663
468,0.5939649,3.9901028,8.847202,20231017_132253_666
469,0.5987549,3.9326222,8.866363,20231017_132253_669
470,0.5221143,3.9374123,8.990904,20231017_132253_671
471,0.5604346,4.009263,9.034014,20231017_132253_674
472,0.5412744,4.033213,9.0004835,20231017_132253_676
473,0.62749517,4.071533,9.0004835,20231017_132253_679
474,0.62749517,4.018843,9.029224,20231017_132253_681
475,0.5604346,4.018843,8.933423,20231017_132253_684
476,0.51732427,4.028423,8.933423,20231017_132253_686
477,0.5508545,4.023633,9.057964,20231017_132253_689
478,0.5843848,4.023633,9.010064,20231017_132253_691
479,0.5604346,4.014053,8.995694,20231017_132253_694
480,0.50774413,3.9757326,8.861572,20231017_132253_697
481,0.5412744,4.047583,8.8951025,20231017_132253_699
482,0.5125342,3.9613624,8.866363,20231017_132253_701
483,0.5029541,4.023633,8.976534,20231017_132253_704
484,0.5029541,4.0427933,8.885523,20231017_132253_707
485,0.48379397,4.047583,8.899893,20231017_132253_709
486,0.4981641,3.999683,8.928633,20231017_132253_712
487,0.5460645,4.119434,8.928633,20231017_132253_714
488,0.5748047,4.071533,8.890313,20231017_132253_717
489,0.5604346,4.0667434,8.890313,20231017_132253_719
490,0.57959473,4.1242237,8.813672,20231017_132253_722
491,0.5029541,4.138594,8.890313,20231017_132253_724
492,0.5748047,4.157754,8.741821,20231017_132253_727
493,0.57959473,4.1002736,8.784932,20231017_132253_730
494,0.5987549,4.1002736,8.794512,20231017_132253_732
495,0.5939649,4.1050634,8.804092,20231017_132253_734
496,0.5987549,4.157754,8.8951025,20231017_132253_737
497,0.5939649,4.1050634,8.875943,20231017_132253_739
498,0.5460645,4.157754,8.885523,20231017_132253_742
499,0.5364844,4.1864944,8.890313,20231017_132253_745
500,0.53169435,4.181704,8.919053,20231017_132253_747
501,0.62749517,4.1098537,8.943004,20231017_132253_750
502,0.64186525,4.148174,8.976534,20231017_132253_752
503,0.6849756,4.1050634,9.019644,20231017_132253_755
504,0.68018556,4.1146436,9.0148535,20231017_132253_757
505,0.6562354,4.095484,8.943004,20231017_132253_760
506,0.6706055,4.1098537,8.943004,20231017_132253_762
