frame,acc_x,acc_y,acc_z,timestamp
911,1.0777588,4.4499464,8.938213,20231017_132314_141
912,1.0298585,4.4212065,8.909473,20231017_132314_143
913,1.0346485,4.430786,9.029224,20231017_132314_145
914,0.9915381,4.392466,8.957374,20231017_132314_148
915,1.0346485,4.4212065,8.923843,20231017_132314_151
916,0.9915381,4.3397756,8.914263,20231017_132314_154
917,1.0442286,4.2918754,8.866363,20231017_132314_161
918,1.101709,4.311035,8.775352,20231017_132314_162
919,1.0633887,4.157754,8.737032,20231017_132314_162
920,1.0825489,4.1146436,8.765772,20231017_132314_163
921,1.1400293,4.018843,8.660391,20231017_132314_166
922,1.0873389,4.0427933,8.693921,20231017_132314_169
923,1.0729688,3.9901028,8.636441,20231017_132314_171
924,1.0442286,3.9469924,8.698711,20231017_132314_174
925,1.0538087,4.023633,8.669971,20231017_132314_176
926,1.0538087,4.033213,8.741821,20231017_132314_179
927,1.0681788,3.9517825,8.713081,20231017_132314_181
928,1.0777588,4.1050634,8.737032,20231017_132314_183
929,1.092129,4.1146436,8.780142,20231017_132314_190
930,1.0585986,4.119434,8.828042,20231017_132314_190
931,1.0394385,4.1098537,8.765772,20231017_132314_192
932,1.0777588,4.2104445,8.851993,20231017_132314_194
933,1.0442286,4.167334,8.775352,20231017_132314_196
934,1.0777588,4.138594,8.751402,20231017_132314_199
935,1.0777588,4.1002736,8.789722,20231017_132314_201
936,1.0538087,4.148174,8.842413,20231017_132314_204
937,1.0394385,4.143384,8.823253,20231017_132314_207
938,1.0825489,4.1625443,8.813672,20231017_132314_209
939,1.0442286,4.143384,8.804092,20231017_132314_212
940,1.0394385,4.2296047,8.784932,20231017_132314_218
941,1.0346485,4.248765,8.756192,20231017_132314_219
942,1.0202783,4.2343946,8.789722,20231017_132314_220
943,1.0346485,4.277505,8.775352,20231017_132314_222
944,1.0394385,4.3254056,8.818462,20231017_132314_224
945,1.0442286,4.3349857,8.828042,20231017_132314_227
946,1.0585986,4.3493557,8.813672,20231017_132314_229
947,1.0202783,4.3158255,8.804092,20231017_132314_232
948,1.0154883,4.2918754,8.794512,20231017_132314_234
949,1.0154883,4.3541455,8.875943,20231017_132314_237
950,1.0154883,4.2918754,8.899893,20231017_132314_240
951,1.0059083,4.3541455,8.828042,20231017_132314_242
952,1.0106983,4.3014555,8.861572,20231017_132314_249
953,1.0346485,4.2200246,8.837623,20231017_132314_251
954,0.96758795,4.263135,8.847202,20231017_132314_251
955,0.97237796,4.2152348,8.875943,20231017_132314_252
956,0.9484278,4.3014555,8.8951025,20231017_132314_255
957,1.0106983,4.1960745,8.890313,20231017_132314_258
958,0.977168,4.1721244,8.899893,20231017_132314_260
959,1.0059083,4.181704,8.851993,20231017_132314_262
960,0.98195803,4.2152348,8.818462,20231017_132314_265
961,0.9963282,4.2200246,8.861572,20231017_132314_267
962,0.98195803,4.176914,8.856783,20231017_132314_270
963,1.0633887,4.2152348,8.866363,20231017_132314_272
964,1.0825489,4.2296047,8.784932,20231017_132314_280
965,1.0538087,4.152964,8.775352,20231017_132314_281
966,1.0346485,4.248765,8.784932,20231017_132314_281
967,1.0585986,4.2918754,8.813672,20231017_132314_282
968,1.096919,4.2104445,8.823253,20231017_132314_285
969,1.0633887,4.2439747,8.770562,20231017_132314_288
970,1.0729688,4.2104445,8.818462,20231017_132314_290
971,1.0825489,4.2248144,8.732242,20231017_132314_293
972,1.0538087,4.2343946,8.808882,20231017_132314_295
973,1.1208692,4.282295,8.794512,20231017_132314_297
974,1.1160791,4.1960745,8.832832,20231017_132314_300
975,1.1304493,4.2439747,8.789722,20231017_132314_302
976,1.1112891,4.277505,8.799302,20231017_132314_310
977,1.1112891,4.3206153,8.837623,20231017_132314_311
978,1.1208692,4.296665,8.775352,20231017_132314_311
979,1.1256592,4.277505,8.861572,20231017_132314_313
980,1.0346485,4.272715,8.847202,20231017_132314_315
981,1.1927198,4.2918754,8.804092,20231017_132314_319
982,1.1160791,4.282295,8.837623,20231017_132314_321
983,1.1591895,4.277505,8.741821,20231017_132314_323
984,1.1256592,4.248765,8.760982,20231017_132314_325
985,1.1352394,4.263135,8.784932,20231017_132314_328
986,1.1112891,4.272715,8.746612,20231017_132314_331
987,1.1160791,4.248765,8.727451,20231017_132314_334
988,1.1352394,4.239185,8.722662,20231017_132314_341
989,1.0777588,4.258345,8.612491,20231017_132314_342
990,1.101709,4.1625443,8.655601,20231017_132314_342
991,1.101709,4.1960745,8.650811,20231017_132314_344
992,1.1112891,4.2439747,8.708291,20231017_132314_346
993,1.0633887,4.2008643,8.698711,20231017_132314_349
994,1.0490186,4.2296047,8.698711,20231017_132314_351
995,1.0490186,4.2152348,8.602911,20231017_132314_357
996,0.9915381,4.181704,8.641231,20231017_132314_358
997,1.0825489,4.2056546,8.717872,20231017_132314_359
998,1.0490186,4.1960745,8.732242,20231017_132314_362
999,1.0729688,4.2056546,8.837623,20231017_132314_365
1000,1.0585986,4.167334,8.842413,20231017_132314_373
1001,1.1112891,4.157754,8.818462,20231017_132314_373
1002,1.0298585,4.1242237,8.875943,20231017_132314_374
1003,1.092129,4.148174,8.780142,20231017_132314_375
1004,1.0298585,4.167334,8.861572,20231017_132314_377
1005,1.0394385,4.239185,8.890313,20231017_132314_379
1006,1.0490186,4.2248144,8.856783,20231017_132314_382
1007,1.0394385,4.2296047,8.856783,20231017_132314_383
1008,1.0681788,4.239185,8.899893,20231017_132314_387
1009,1.0442286,4.282295,8.856783,20231017_132314_389
1010,1.1160791,4.258345,8.8951025,20231017_132314_391
1011,1.1304493,4.287085,8.875943,20231017_132314_394
1012,1.1400293,4.2439747,8.909473,20231017_132314_397
1013,1.101709,4.287085,8.823253,20231017_132314_403
1014,1.1543995,4.2918754,8.851993,20231017_132314_405
1015,1.1112891,4.2248144,8.943004,20231017_132314_405
1016,1.1304493,4.3301954,8.890313,20231017_132314_406
1017,1.096919,4.263135,8.976534,20231017_132314_409
1018,1.0585986,4.2200246,8.885523,20231017_132314_412
1019,1.096919,4.2152348,8.919053,20231017_132314_414
1020,1.0681788,4.167334,9.005274,20231017_132314_417
1021,1.0777588,4.2152348,8.928633,20231017_132314_419
1022,1.0346485,4.0906935,8.986114,20231017_132314_421
1023,1.0681788,4.1721244,8.943004,20231017_132314_424
1024,1.0729688,4.0859036,9.034014,20231017_132314_427
1025,1.0394385,4.143384,8.971744,20231017_132314_435
1026,1.101709,4.143384,8.923843,20231017_132314_435
1027,1.0681788,4.1721244,9.0004835,20231017_132314_436
1028,1.0825489,4.176914,8.966953,20231017_132314_437
1029,1.0585986,4.2248144,8.947793,20231017_132314_439
1030,0.9627979,4.277505,8.971744,20231017_132314_442
1031,1.0585986,4.152964,8.971744,20231017_132314_445
1032,1.0490186,4.1960745,8.962164,20231017_132314_447
1033,1.0729688,4.129014,8.947793,20231017_132314_450
1034,1.0825489,4.167334,9.019644,20231017_132314_452
1035,1.0729688,4.167334,8.981323,20231017_132314_455
1036,1.0873389,4.1002736,8.933423,20231017_132314_457
1037,1.1256592,4.1625443,8.986114,20231017_132314_465
1038,1.0729688,4.167334,8.952583,20231017_132314_467
1039,1.0681788,4.152964,8.966953,20231017_132314_468
1040,1.0394385,4.267925,8.832832,20231017_132314_469
1041,1.0825489,4.2056546,8.909473,20231017_132314_470
1042,1.096919,4.133804,8.885523,20231017_132314_473
1043,1.0681788,4.2248144,8.928633,20231017_132314_475
1044,1.0585986,4.2104445,8.914263,20231017_132314_478
1045,1.0250684,4.2104445,8.851993,20231017_132314_480
1046,1.0298585,4.2104445,8.909473,20231017_132314_483
1047,0.98195803,4.2248144,8.880733,20231017_132314_485
1048,1.1064991,4.248765,8.919053,20231017_132314_488
1049,1.0538087,4.2104445,8.923843,20231017_132314_496
1050,1.0729688,4.296665,8.837623,20231017_132314_497
1051,1.0011182,4.2008643,8.919053,20231017_132314_498
1052,1.0681788,4.2248144,8.981323,20231017_132314_498
1053,1.0394385,4.138594,8.856783,20231017_132314_500
1054,1.0442286,4.3206153,8.871153,20231017_132314_502
1055,0.9867481,4.191284,8.861572,20231017_132314_505
1056,1.0250684,4.2056546,8.832832,20231017_132314_508
1057,1.1064991,4.167334,8.794512,20231017_132314_511
1058,1.0729688,4.191284,8.784932,20231017_132314_513
1059,1.0681788,4.2104445,8.861572,20231017_132314_516
1060,1.1064991,4.157754,8.866363,20231017_132314_518
1061,1.0538087,4.272715,8.808882,20231017_132314_528
1062,1.0633887,4.2152348,8.828042,20231017_132314_529
1063,1.0633887,4.2296047,8.823253,20231017_132314_530
1064,1.0538087,4.282295,8.713081,20231017_132314_530
1065,1.1064991,4.2248144,8.756192,20231017_132314_531
1066,1.1064991,4.2248144,8.760982,20231017_132314_534
1067,1.1352394,4.157754,8.799302,20231017_132314_536
1068,1.1352394,4.277505,8.636441,20231017_132314_540
1069,1.096919,4.2343946,8.717872,20231017_132314_542
1070,1.1591895,4.2104445,8.58854,20231017_132314_545
1071,1.1304493,4.2200246,8.679551,20231017_132314_548
1072,1.1639795,4.258345,8.631651,20231017_132314_550
1073,1.1543995,4.1864944,8.727451,20231017_132314_552
1074,1.1160791,4.263135,8.703502,20231017_132314_562
1075,1.092129,4.2343946,8.756192,20231017_132314_563
1076,1.1160791,4.253555,8.665181,20231017_132314_564
1077,1.092129,4.272715,8.650811,20231017_132314_565
1078,1.1400293,4.1960745,8.727451,20231017_132314_565
1079,1.0777588,4.2200246,8.617281,20231017_132314_567
1080,1.0538087,4.258345,8.646021,20231017_132314_569
1081,1.092129,4.2152348,8.636441,20231017_132314_572
1082,1.0298585,4.239185,8.669971,20231017_132314_575
1083,1.092129,4.282295,8.684341,20231017_132314_577
1084,1.0298585,4.167334,8.669971,20231017_132314_580
1085,1.0777588,4.1242237,8.713081,20231017_132314_582
1086,1.0250684,4.1625443,8.751402,20231017_132314_585
1087,1.0106983,4.133804,8.794512,20231017_132314_587
1088,1.0346485,4.272715,8.866363,20231017_132314_590
1089,1.0490186,4.148174,8.856783,20231017_132314_592
1090,1.0585986,4.138594,8.923843,20231017_132314_595
1091,1.1112891,4.167334,8.904683,20231017_132314_597
1092,1.101709,4.138594,8.880733,20231017_132314_600
1093,1.0825489,4.2104445,8.943004,20231017_132314_602
1094,1.0298585,4.148174,8.957374,20231017_132314_605
1095,1.0729688,4.138594,8.890313,20231017_132314_608
1096,1.0394385,4.1625443,8.909473,20231017_132314_611
1097,0.9436377,4.138594,8.919053,20231017_132314_613
1098,1.0059083,4.167334,8.923843,20231017_132314_615
1099,1.0202783,4.148174,8.986114,20231017_132314_617
1100,1.0825489,4.1960745,8.933423,20231017_132314_620
1101,1.0202783,4.1721244,8.919053,20231017_132314_623
1102,0.98195803,4.2008643,8.899893,20231017_132314_625
1103,1.0490186,4.2248144,9.0004835,20231017_132314_627
1104,1.0059083,4.282295,8.957374,20231017_132314_630
1105,0.97237796,4.2152348,8.981323,20231017_132314_632
1106,1.0346485,4.2343946,8.938213,20231017_132314_634
1107,1.0585986,4.148174,8.928633,20231017_132314_637
1108,1.0059083,4.1864944,8.952583,20231017_132314_639
1109,1.0490186,4.148174,8.890313,20231017_132314_642
1110,0.96758795,4.167334,8.890313,20231017_132314_644
1111,0.97237796,4.181704,8.909473,20231017_132314_647
1112,1.0490186,4.2056546,8.871153,20231017_132314_650
1113,0.9867481,4.2104445,8.794512,20231017_132314_652
1114,1.0250684,4.2296047,8.804092,20231017_132314_655
1115,1.0394385,4.2439747,8.851993,20231017_132314_657
1116,1.1112891,4.2056546,8.808882,20231017_132314_660
1117,1.0538087,4.3062453,8.866363,20231017_132314_662
1118,1.0633887,4.2152348,8.813672,20231017_132314_665
1119,1.1112891,4.2439747,8.842413,20231017_132314_667
1120,1.0825489,4.282295,8.794512,20231017_132314_670
1121,1.096919,4.272715,8.832832,20231017_132314_672
1122,1.0681788,4.3158255,8.794512,20231017_132314_675
1123,1.0777588,4.282295,8.837623,20231017_132314_677
1124,1.1064991,4.2248144,8.875943,20231017_132314_680
1125,1.1112891,4.2200246,8.828042,20231017_132314_682
1126,1.1208692,4.2439747,8.880733,20231017_132314_685
1127,1.1400293,4.2343946,8.789722,20231017_132314_688
1128,1.1352394,4.267925,8.765772,20231017_132314_690
1129,1.1112891,4.272715,8.828042,20231017_132314_693
1130,1.1448194,4.2248144,8.775352,20231017_132314_695
1131,1.0729688,4.181704,8.751402,20231017_132314_698
1132,1.1256592,4.253555,8.789722,20231017_132314_700
1133,1.1160791,4.1960745,8.713081,20231017_132314_702
1134,1.1208692,4.239185,8.775352,20231017_132314_705
1135,1.1591895,4.2439747,8.751402,20231017_132314_708
1136,1.1352394,4.239185,8.780142,20231017_132314_711
1137,1.1927198,4.2008643,8.775352,20231017_132314_713
1138,1.1208692,4.1864944,8.847202,20231017_132314_715
1139,1.1400293,4.181704,8.923843,20231017_132314_718
1140,1.1304493,4.3301954,8.856783,20231017_132314_721
1141,1.1256592,4.2056546,8.904683,20231017_132314_723
1142,1.0538087,4.1960745,8.780142,20231017_132314_726
1143,1.0729688,4.2296047,8.837623,20231017_132314_728
1144,1.0442286,4.2056546,8.804092,20231017_132314_731
1145,1.0729688,4.263135,8.775352,20231017_132314_734
1146,1.0825489,4.157754,8.794512,20231017_132314_736
1147,1.0442286,4.1960745,8.813672,20231017_132314_738
1148,1.0298585,4.1960745,8.813672,20231017_132314_741
1149,1.0346485,4.191284,8.799302,20231017_132314_743
1150,0.9963282,4.277505,8.799302,20231017_132314_746
1151,0.9963282,4.1864944,8.784932,20231017_132314_749
1152,1.0250684,4.1864944,8.813672,20231017_132314_751
1153,1.0298585,4.2200246,8.789722,20231017_132314_754
1154,1.0490186,4.272715,8.842413,20231017_132314_757
1155,1.0059083,4.143384,8.780142,20231017_132314_759
1156,0.9963282,4.2248144,8.799302,20231017_132314_761
1157,1.0346485,4.282295,8.832832,20231017_132314_764
1158,1.0633887,4.2152348,8.789722,20231017_132314_767
1159,1.0681788,4.2343946,8.871153,20231017_132314_769
1160,1.0729688,4.253555,8.770562,20231017_132314_772
1161,1.0585986,4.176914,8.832832,20231017_132314_774
1162,1.0729688,4.2439747,8.856783,20231017_132314_777
1163,1.0346485,4.191284,8.837623,20231017_132314_779
1164,1.0633887,4.2343946,8.880733,20231017_132314_782
1165,1.0681788,4.2200246,8.775352,20231017_132314_785
1166,1.0298585,4.1721244,8.804092,20231017_132314_787
1167,1.0202783,4.2104445,8.861572,20231017_132314_789
1168,0.9963282,4.167334,8.914263,20231017_132314_792
1169,0.98195803,4.1721244,8.875943,20231017_132314_794
1170,1.0538087,4.176914,8.818462,20231017_132314_797
1171,1.0777588,4.2056546,8.751402,20231017_132314_800
1172,1.092129,4.191284,8.823253,20231017_132314_802
1173,1.096919,4.2296047,8.885523,20231017_132314_804
1174,1.0585986,4.2343946,8.813672,20231017_132314_808
1175,1.0346485,4.2056546,8.818462,20231017_132314_809
1176,1.0585986,4.253555,8.775352,20231017_132314_812
1177,1.1160791,4.248765,8.818462,20231017_132314_814
1178,1.1112891,4.267925,8.851993,20231017_132314_817
1179,1.0490186,4.3014555,8.780142,20231017_132314_819
1180,1.0538087,4.2439747,8.746612,20231017_132314_822
1181,1.0729688,4.2439747,8.856783,20231017_132314_825
1182,1.0298585,4.296665,8.871153,20231017_132314_827
1183,1.101709,4.2248144,8.794512,20231017_132314_830
1184,1.0250684,4.181704,8.794512,20231017_132314_832
1185,1.0106983,4.2248144,8.770562,20231017_132314_835
1186,1.0298585,4.258345,8.842413,20231017_132314_838
1187,1.0585986,4.181704,8.851993,20231017_132314_840
1188,1.0729688,4.2200246,8.780142,20231017_132314_843
1189,1.0394385,4.157754,8.760982,20231017_132314_845
1190,1.1256592,4.191284,8.784932,20231017_132314_847
1191,1.0777588,4.2439747,8.760982,20231017_132314_850
1192,1.096919,4.2343946,8.842413,20231017_132314_852
1193,1.1064991,4.1960745,8.875943,20231017_132314_857
1194,1.0585986,4.176914,8.842413,20231017_132314_858
1195,1.0681788,4.1960745,8.871153,20231017_132314_861
1196,1.0298585,4.2296047,8.832832,20231017_132314_863
1197,1.0154883,4.2439747,8.832832,20231017_132314_866
1198,1.0538087,4.282295,8.808882,20231017_132314_868
1199,1.101709,4.181704,8.890313,20231017_132314_870
1200,1.1160791,4.2296047,8.861572,20231017_132314_873
1201,1.0825489,4.239185,8.880733,20231017_132314_876
1202,1.0681788,4.2200246,8.856783,20231017_132314_878
1203,1.0538087,4.282295,8.866363,20231017_132314_881
1204,1.0633887,4.253555,8.8951025,20231017_132314_883
1205,1.0873389,4.3062453,8.871153,20231017_132314_885
1206,1.0729688,4.382886,8.875943,20231017_132314_888
1207,1.0825489,4.373306,8.851993,20231017_132314_891
1208,0.9867481,4.3397756,8.851993,20231017_132314_893
1209,0.9963282,4.392466,8.808882,20231017_132314_896
1210,1.0538087,4.3301954,8.851993,20231017_132314_898
1211,1.0490186,4.311035,8.765772,20231017_132314_901
1212,1.0442286,4.1864944,8.780142,20231017_132314_903
1213,1.0777588,4.2200246,8.837623,20231017_132314_906
1214,1.0106983,4.1146436,8.8951025,20231017_132314_909
1215,1.0059083,4.071533,8.703502,20231017_132314_911
1216,1.0825489,4.061953,8.875943,20231017_132314_913
1217,1.0585986,3.9901028,8.828042,20231017_132314_916
1218,1.0346485,4.033213,8.837623,20231017_132314_918
1219,1.0585986,3.9948928,8.847202,20231017_132314_921
1220,1.1208692,4.0427933,8.8951025,20231017_132314_923
1221,1.1543995,4.061953,8.8951025,20231017_132314_926
1222,1.1160791,4.133804,8.904683,20231017_132314_929
1223,1.101709,4.1242237,8.914263,20231017_132314_931
1224,1.0059083,4.143384,8.909473,20231017_132314_934
1225,1.0633887,4.181704,8.952583,20231017_132314_936
1226,1.0394385,4.167334,8.943004,20231017_132314_939
1227,1.0346485,4.258345,8.919053,20231017_132314_941
1228,1.0729688,4.2296047,8.947793,20231017_132314_944
1229,1.0346485,4.282295,8.8951025,20231017_132314_947
1230,1.0825489,4.4116263,8.823253,20231017_132314_950
1231,1.0538087,4.526587,8.799302,20231017_132314_952
1232,1.0154883,4.5840673,8.832832,20231017_132314_954
1233,1.0202783,4.617598,8.818462,20231017_132314_957
1234,1.0681788,4.5744877,8.741821,20231017_132314_960
1235,1.0202783,4.5457473,8.765772,20231017_132314_962
1236,1.0442286,4.5409575,8.751402,20231017_132314_964
1237,1.0777588,4.4403663,8.765772,20231017_132314_967
1238,1.1591895,4.3541455,8.760982,20231017_132314_970
1239,1.0873389,4.2296047,8.804092,20231017_132314_973
1240,1.1639795,4.1050634,8.851993,20231017_132314_974
1241,1.21188,4.119434,8.698711,20231017_132314_977
1242,1.1112891,4.0044727,8.756192,20231017_132314_980
1243,1.1304493,4.0906935,8.760982,20231017_132314_983
1244,1.1543995,4.0044727,8.789722,20231017_132314_985
1245,1.0873389,4.061953,8.717872,20231017_132314_988
1246,1.1064991,4.1098537,8.732242,20231017_132314_990
1247,1.1112891,4.0667434,8.732242,20231017_132314_992
1248,1.0585986,4.1625443,8.717872,20231017_132314_995
1249,1.1352394,4.1146436,8.760982,20231017_132314_998
1250,1.0777588,4.143384,8.655601,20231017_132315_000
1251,1.101709,4.1050634,8.722662,20231017_132315_002
1252,1.1208692,4.1146436,8.722662,20231017_132315_005
1253,1.101709,4.143384,8.679551,20231017_132315_007
1254,1.1591895,4.176914,8.746612,20231017_132315_010
1255,1.1448194,4.1960745,8.780142,20231017_132315_013
1256,1.1831397,4.2343946,8.760982,20231017_132315_015
1257,1.0633887,4.148174,8.727451,20231017_132315_018
1258,1.0681788,4.2152348,8.732242,20231017_132315_020
1259,1.0777588,4.287085,8.732242,20231017_132315_022
1260,1.0298585,4.2056546,8.669971,20231017_132315_025
1261,1.0538087,4.1864944,8.737032,20231017_132315_027
1262,1.0250684,4.267925,8.746612,20231017_132315_030
1263,1.0490186,4.2104445,8.717872,20231017_132315_033
1264,0.9915381,4.3254056,8.732242,20231017_132315_035
1265,1.092129,4.277505,8.722662,20231017_132315_038
1266,1.0442286,4.2918754,8.703502,20231017_132315_040
1267,1.0106983,4.3397756,8.713081,20231017_132315_042
1268,0.9963282,4.3254056,8.684341,20231017_132315_045
1269,0.9963282,4.378096,8.693921,20231017_132315_048
1270,1.0394385,4.3158255,8.784932,20231017_132315_050
1271,1.0298585,4.373306,8.899893,20231017_132315_053
1272,1.0825489,4.4116263,8.780142,20231017_132315_055
1273,1.0106983,4.3637257,8.837623,20231017_132315_058
1274,1.0106983,4.258345,8.875943,20231017_132315_060
1275,1.0011182,4.2918754,8.875943,20231017_132315_063
1276,0.9915381,4.3062453,8.808882,20231017_132315_065
1277,1.0011182,4.3014555,8.861572,20231017_132315_068
1278,1.0250684,4.277505,8.818462,20231017_132315_071
1279,1.0202783,4.258345,8.794512,20231017_132315_073
1280,1.0106983,4.267925,8.804092,20231017_132315_075
1281,1.0346485,4.277505,8.847202,20231017_132315_078
1282,0.9963282,4.282295,8.861572,20231017_132315_081
1283,1.0011182,4.191284,8.828042,20231017_132315_083
1284,1.0011182,4.263135,8.808882,20231017_132315_086
1285,1.0106983,4.2104445,8.842413,20231017_132315_088
1286,1.0154883,4.2248144,8.851993,20231017_132315_091
1287,1.0442286,4.2439747,8.904683,20231017_132315_093
1288,1.0202783,4.2104445,8.890313,20231017_132315_096
1289,1.0538087,4.095484,8.957374,20231017_132315_099
1290,1.0777588,4.2152348,8.909473,20231017_132315_101
1291,1.0298585,4.2056546,8.971744,20231017_132315_104
1292,1.0346485,4.1721244,8.971744,20231017_132315_106
1293,1.0585986,4.157754,8.947793,20231017_132315_109
1294,0.9915381,4.176914,8.842413,20231017_132315_111
1295,1.0442286,4.2104445,8.919053,20231017_132315_114
1296,1.0777588,4.2104445,8.890313,20231017_132315_116
1297,1.0873389,4.2439747,8.880733,20231017_132315_119
1298,1.0825489,4.2152348,8.928633,20231017_132315_121
1299,1.0346485,4.2343946,8.962164,20231017_132315_124
1300,1.0633887,4.358936,9.019644,20231017_132315_126
1301,1.1064991,4.2056546,8.914263,20231017_132315_129
1302,1.0538087,4.2343946,8.928633,20231017_132315_132
1303,1.0442286,4.3254056,8.899893,20231017_132315_134
1304,1.1112891,4.287085,8.923843,20231017_132315_137
1305,1.0394385,4.258345,8.933423,20231017_132315_140
1306,1.0873389,4.2439747,8.938213,20231017_132315_142
1307,1.0394385,4.382886,8.923843,20231017_132315_144
1308,1.0059083,4.267925,8.8951025,20231017_132315_147
1309,1.0202783,4.258345,8.890313,20231017_132315_149
1310,1.0681788,4.3206153,8.8951025,20231017_132315_152
1311,1.0873389,4.3062453,8.8951025,20231017_132315_155
1312,1.101709,4.258345,8.804092,20231017_132315_157
1313,1.096919,4.2918754,8.851993,20231017_132315_159
1314,1.092129,4.3206153,8.813672,20231017_132315_162
1315,1.0585986,4.258345,8.914263,20231017_132315_165
1316,1.1160791,4.3445654,8.832832,20231017_132315_167
1317,1.092129,4.2439747,8.871153,20231017_132315_170
1318,1.0681788,4.3254056,8.808882,20231017_132315_173
1319,1.0538087,4.272715,8.871153,20231017_132315_175
1320,1.0538087,4.2248144,8.818462,20231017_132315_178
1321,1.1064991,4.3014555,8.832832,20231017_132315_180
1322,1.0154883,4.282295,8.775352,20231017_132315_184
1323,1.096919,4.239185,8.837623,20231017_132315_185
1324,1.092129,4.282295,8.828042,20231017_132315_187
1325,1.0873389,4.2248144,8.813672,20231017_132315_190
1326,0.98195803,4.267925,8.784932,20231017_132315_193
1327,1.0633887,4.253555,8.789722,20231017_132315_195
1328,1.0873389,4.3062453,8.799302,20231017_132315_198
1329,1.0442286,4.3014555,8.775352,20231017_132315_200
1330,1.0346485,4.3397756,8.727451,20231017_132315_203
1331,1.0346485,4.2439747,8.789722,20231017_132315_205
1332,1.0633887,4.358936,8.693921,20231017_132315_207
1333,1.0825489,4.3637257,8.789722,20231017_132315_210
1334,1.0873389,4.3445654,8.847202,20231017_132315_212
1335,1.0346485,4.406836,8.756192,20231017_132315_215
1336,1.0154883,4.3493557,8.689131,20231017_132315_217
1337,1.1256592,4.3014555,8.818462,20231017_132315_219
1338,1.0346485,4.3062453,8.765772,20231017_132315_222
1339,1.0154883,4.3014555,8.760982,20231017_132315_225
1340,1.0059083,4.267925,8.851993,20231017_132315_227
1341,1.0394385,4.2918754,8.837623,20231017_132315_230
1342,1.0490186,4.311035,8.784932,20231017_132315_233
1343,1.096919,4.2152348,8.823253,20231017_132315_235
1344,1.0538087,4.287085,8.813672,20231017_132315_237
1345,1.0873389,4.1960745,8.746612,20231017_132315_240
1346,1.0729688,4.191284,8.813672,20231017_132315_242
1347,1.101709,4.1960745,8.770562,20231017_132315_245
1348,1.0442286,4.2343946,8.765772,20231017_132315_248
1349,1.0202783,4.148174,8.756192,20231017_132315_250
1350,1.0250684,4.2248144,8.832832,20231017_132315_253
1351,1.0154883,4.2104445,8.789722,20231017_132315_256
1352,1.0011182,4.2104445,8.746612,20231017_132315_259
1353,1.092129,4.2248144,8.832832,20231017_132315_261
1354,0.977168,4.272715,8.832832,20231017_132315_264
1355,0.96758795,4.1721244,8.842413,20231017_132315_266
1356,1.0442286,4.2296047,8.784932,20231017_132315_269
1357,1.0298585,4.1864944,8.871153,20231017_132315_271
1358,0.9963282,4.1960745,8.808882,20231017_132315_274
1359,0.9627979,4.181704,8.851993,20231017_132315_276
1360,1.0729688,4.1960745,8.861572,20231017_132315_279
1361,1.0538087,4.2343946,8.813672,20231017_132315_281
1362,1.0154883,4.277505,8.842413,20231017_132315_284
1363,1.0011182,4.248765,8.804092,20231017_132315_286
1364,1.0202783,4.263135,8.746612,20231017_132315_289
1365,1.0346485,4.2439747,8.842413,20231017_132315_291
1366,1.0585986,4.277505,8.823253,20231017_132315_294
1367,1.1064991,4.2200246,8.794512,20231017_132315_297
1368,1.0202783,4.2200246,8.789722,20231017_132315_299
1369,1.092129,4.181704,8.866363,20231017_132315_302
1370,1.0729688,4.2343946,8.813672,20231017_132315_305
1371,1.0394385,4.267925,8.818462,20231017_132315_306
1372,1.0633887,4.3206153,8.828042,20231017_132315_309
1373,1.0442286,4.3206153,8.784932,20231017_132315_311
1374,1.0729688,4.3206153,8.890313,20231017_132315_314
1375,1.0442286,4.296665,8.823253,20231017_132315_316
1376,1.0442286,4.3445654,8.828042,20231017_132315_319
1377,1.0346485,4.3637257,8.851993,20231017_132315_321
1378,1.1112891,4.358936,8.832832,20231017_132315_324
1379,1.0585986,4.368516,8.880733,20231017_132315_326
1380,1.0490186,4.3541455,8.880733,20231017_132315_329
1381,1.0298585,4.382886,8.909473,20231017_132315_331
1382,1.0585986,4.3637257,8.842413,20231017_132315_334
1383,1.0202783,4.416416,8.818462,20231017_132315_336
1384,1.0825489,4.378096,8.741821,20231017_132315_339
1385,1.0394385,4.3349857,8.799302,20231017_132315_341
1386,1.0633887,4.3397756,8.780142,20231017_132315_344
1387,1.0729688,4.382886,8.775352,20231017_132315_346
1388,1.0154883,4.296665,8.789722,20231017_132315_349
1389,1.0777588,4.3062453,8.832832,20231017_132315_351
1390,1.0777588,4.287085,8.804092,20231017_132315_357
1391,1.0059083,4.3349857,8.770562,20231017_132315_357
1392,1.0154883,4.3158255,8.765772,20231017_132315_359
1393,1.0729688,4.416416,8.775352,20231017_132315_362
1394,1.0681788,4.3254056,8.780142,20231017_132315_366
1395,1.0298585,4.3158255,8.780142,20231017_132315_367
1396,1.0825489,4.3301954,8.751402,20231017_132315_369
1397,1.0202783,4.3206153,8.689131,20231017_132315_372
1398,1.0106983,4.3206153,8.751402,20231017_132315_375
1399,1.0825489,4.368516,8.679551,20231017_132315_378
1400,1.1160791,4.3014555,8.698711,20231017_132315_380
1401,1.1112891,4.2918754,8.737032,20231017_132315_382
1402,1.0394385,4.3637257,8.828042,20231017_132315_385
1403,1.1112891,4.3158255,8.837623,20231017_132315_387
